	edu	经验	薪水	时间	职称	公司地点	公司名称	链结	公司URL
16	本科及以上	8年以上	面议	2020年04月10日	研发副总经理（研究院院长）	武汉-武昌区	武汉一半天医药有限公司	https://www.liepin.com/job/1927344113.shtml	https://www.liepin.com/company/8634682/
17	统招本科	1年以上	7-10k·13薪	2020年04月10日	大客户销售经理	佛山	深圳市筑泰防务智能科技有限公司	https://www.liepin.com/job/1927343743.shtml	https://www.liepin.com/company/9415022/
18	统招本科	5年以上	面议	2020年04月10日	QA经理	泰州	安若维他药业泰州有限公司	https://www.liepin.com/job/1927343727.shtml	https://www.liepin.com/company/9686338/
19	本科及以上	2年以上	4-6k·12薪	2020年04月10日	化学、历史、物理及理科类编辑	郑州-北林路	河南天一文化传播股份有限公司	https://www.liepin.com/job/1927343187.shtml	https://www.liepin.com/company/9802273/
20	本科及以上	2年以上	7-10k·13薪	2020年04月10日	大客户销售经理	广州-天河北	深圳市筑泰防务智能科技有限公司	https://www.liepin.com/job/1927343117.shtml	https://www.liepin.com/company/9415022/
21	统招本科	10年以上	25-40k·12薪	2020年04月10日	产品总监	南京-新街口	南京海聆梦家居有限公司	https://www.liepin.com/job/1927342583.shtml	https://www.liepin.com/company/10090529/
22	统招本科	2年以上	8-20k·13薪	2020年04月10日	水处理工艺工程师1	上海-青浦区	美吕净水技术(上海)有限公司	https://www.liepin.com/job/1927342145.shtml	https://www.liepin.com/company/9560076/
23	大专及以上	3年以上	面议	2020年04月10日	行销经理	青岛	青岛新希望琴牌乳业有限公司	https://www.liepin.com/job/1927341843.shtml	https://www.liepin.com/company/8249835/
24	大专及以上	2年以上	15-35k·12薪	2020年04月10日	销售区长/经理	杭州-滨江区	ABC360	https://www.liepin.com/job/1927341521.shtml	https://www.liepin.com/company/8110594/
25	大专及以上	6年以上	面议	2020年04月10日	工程造价经理	上海	德力西控股	https://www.liepin.com/job/1927341153.shtml	https://www.liepin.com/company/1940980/
26	大专及以上	1年以上	9-12k·12薪	2020年04月10日	研究员	深圳-福田区	深圳市世鹏资产评估房地产土地估价顾问有限公司	https://www.liepin.com/job/1927340985.shtml	https://www.liepin.com/company/9294100/
27	大专及以上	3年以上	5-10k·12薪	2020年04月10日	工艺工程师	重庆	重庆明天机械有限公司	https://www.liepin.com/job/1927340697.shtml	https://www.liepin.com/company/8708238/
28	统招本科	3年以上	20-40k·12薪	2020年04月10日	数据分析岗		哈尔滨哈银消费金融有限责任公司	https://www.liepin.com/job/1927340275.shtml	https://www.liepin.com/company/8960574/
29	大专及以上	经验不限	8-10k·12薪	2020年04月10日	教育咨询师、课程顾问（洛阳）	洛阳	郑州优实力教育咨询有限公司	https://www.liepin.com/job/1927340145.shtml	https://www.liepin.com/company/10026575/
30	本科及以上	10年以上	面议	2020年04月10日	审计总监	郑州-郑东新区	河南展图置业有限公司	https://www.liepin.com/job/1927339229.shtml	https://www.liepin.com/company/10025213/
31	统招本科	1年以上	面议	2020年04月10日	渠道销售工程师	南京-江宁区	南京博惠科学仪器有限公司	https://www.liepin.com/job/1927339145.shtml	https://www.liepin.com/company/9902791/
32	大专及以上	经验不限	5-10k·12薪	2020年04月10日	销售工程师	南京-江宁区	南京博惠科学仪器有限公司	https://www.liepin.com/job/1927338927.shtml	https://www.liepin.com/company/9902791/
33	统招本科	3年以上	8-13k·12薪	2020年04月10日	外贸业务（电力EPC行业，可适应短期国外出差）	济南-高新区	中圣科技(江苏)有限公司	https://www.liepin.com/job/1927338783.shtml	https://www.liepin.com/company/8688586/
34	大专及以上	3年以上	8-12k·12薪	2020年04月10日	Senior Distribution/物流分销（苏州）	苏州-工业园区	美国维益食品	https://www.liepin.com/job/1927338325.shtml	https://www.liepin.com/company/7949052/
35	大专及以上	经验不限	5-6k·12薪	2020年04月10日	助理工程师	中山	中山市东菱照明科技有限公司	https://www.liepin.com/job/1927337937.shtml	https://www.liepin.com/company/10244973/
36	大专及以上	经验不限	5-8k·13薪	2020年04月10日	前台接待	宁波	得力房地产	https://www.liepin.com/job/1927337807.shtml	https://www.liepin.com/company/3840943/
37	本科及以上	3年以上	7-10k·13薪	2020年04月10日	电气工程师	常州	常州佰承复合材料有限公司	https://www.liepin.com/job/1927332219.shtml	https://www.liepin.com/company/12172315/
38	统招本科	3年以上	20-30k·12薪	2020年04月10日	AGV嵌入式开发工程师	深圳-龙岗区	深圳市筑裕新科技发展有限公司	https://www.liepin.com/job/1927328609.shtml	https://www.liepin.com/company/9153041/
39	统招本科	3年以上	20-35k·12薪	2020年04月10日	混合云管解决方案工程师	北京	电科云(北京)科技有限公司	https://www.liepin.com/job/1927324109.shtml	https://www.liepin.com/company/9986013/
