	edu	经验	薪水	时间	职称	公司地点	公司名称	链结	公司URL
10	本科及以上	7年以上	15-25k·13薪	2020年04月10日	助理经理-工料测量及采购	南京-玄武门	瑞安管理(上海)有限公司	https://www.liepin.com/job/1926431215.shtml	https://www.liepin.com/company/9144791/
11	大专及以上	1年以上	10-30k·12薪	2020年04月10日	面料销售	杭州-萧山区	杭州新天元织造有限公司	https://www.liepin.com/job/1926429291.shtml	https://www.liepin.com/company/9685811/
12	大专及以上	5年以上	36-66k·12薪	2020年04月10日	高级理财经理		宜信公司	https://www.liepin.com/job/1926385307.shtml	https://www.liepin.com/company/891743/
13	学历不限	经验不限	4-6k·13薪	2020年04月10日	仓库管理员（营口/宁波/青岛）	宁波-四季青	杭实国贸投资(杭州)有限公司	https://www.liepin.com/job/1926375559.shtml	https://www.liepin.com/company/9864437/
14	统招本科	1年以上	8-10k·12薪	2020年04月10日	白酒采购主管	成都-高新区	四川永创耀辉供应链管理有限公司	https://www.liepin.com/job/1926329715.shtml	https://www.liepin.com/company/9576109/
15	本科及以上	4年以上	10-20k·12薪	2020年04月10日	宣传项目经理	北京	北京五元文化传媒有限公司	https://www.liepin.com/job/1926299655.shtml	https://www.liepin.com/company/9370458/
16	本科及以上	3年以上	面议	2020年04月10日	云实施运维工程师	广州-珠江新城	中国联通广东省分公司	https://www.liepin.com/job/1926297545.shtml	https://www.liepin.com/company/2034027/
17	本科及以上	10年以上	面议	2020年04月10日	首席运营官COO	北京	北京龙行天下传媒文化有限公司	https://www.liepin.com/job/1926290715.shtml	https://www.liepin.com/company/6523369/
18	统招本科	5年以上	面议	2020年04月10日	储备副厂长	长沙-岳麓区	绝味食品	https://www.liepin.com/job/1926286325.shtml	https://www.liepin.com/company/9216518/
19	统招本科	5年以上	面议	2020年04月10日	储备副厂长	上海-金山区	绝味食品	https://www.liepin.com/job/1926286323.shtml	https://www.liepin.com/company/9216518/
20	本科及以上	5年以上	12-18k·12薪	2020年04月10日	Java中级开发工程师	上海-徐汇区	上海羽根信息科技有限公司	https://www.liepin.com/job/1926251623.shtml	https://www.liepin.com/company/10278421/
21	本科及以上	5年以上	10-20k·12薪	2020年04月10日	人事经理	上海	上海燕谷坊电子商务有限公司	https://www.liepin.com/job/1926233165.shtml	https://www.liepin.com/company/9709096/
22	学历不限	经验不限	10-15k·12薪	2020年04月10日	A-Level化学老师	武汉	以赴(武汉)出国留学咨询有限公司	https://www.liepin.com/job/1926190105.shtml	https://www.liepin.com/company/9732209/
23	本科及以上	2年以上	15-25k·13薪	2020年04月10日	高级合成研究员	惠州	深圳市华先医药科技有限公司	https://www.liepin.com/job/1926188363.shtml	https://www.liepin.com/company/9557819/
24	统招本科	5年以上	面议	2020年04月10日	营销总监	上海-浦东新区	恒泰期货股份有限公司	https://www.liepin.com/job/1926179127.shtml	https://www.liepin.com/company/9301705/
25	大专及以上	1年以上	5-7k·12薪	2020年04月10日	美工	北京	北京祯馨纬业科技发展有限公司	https://www.liepin.com/job/1926175529.shtml	https://www.liepin.com/company/10289703/
26	大专及以上	5年以上	面议	2020年04月10日	产品设计工程师	重庆	重庆明天机械有限公司	https://www.liepin.com/job/1926146545.shtml	https://www.liepin.com/company/8708238/
27	本科及以上	5年以上	35-50k·12薪	2020年04月10日	客关总监\副总监	成都-青羊区	成都合能物业管理有限公司	https://www.liepin.com/job/1926138023.shtml	https://www.liepin.com/company/7937765/
28	大专及以上	3年以上	7-9k·12薪	2020年04月10日	采购主管	东莞-松山湖	万润科技	https://www.liepin.com/job/1926098151.shtml	https://www.liepin.com/company/1527296/
29	学历不限	2年以上	10-15k·12薪	2020年04月10日	093124-品牌新媒体运营岗	上海	平安健康保险	https://www.liepin.com/job/1926091215.shtml	https://www.liepin.com/company/3460894/
30	大专及以上	1年以上	5-10k·12薪	2020年04月10日	短视频编剧	青岛	青岛鸥游国际旅行社有限公司	https://www.liepin.com/job/1926086663.shtml	https://www.liepin.com/company/9698659/
31	本科及以上	3年以上	10-15k·13薪	2020年04月10日	BD联盟经理/专员（BD Alliance）	上海-闵行区	南京艾美斐生物医药科技有限公司	https://www.liepin.com/job/1926018881.shtml	https://www.liepin.com/company/9791717/
32	统招本科	10年以上	面议	2020年04月10日	Function Manager, CRM	上海	雅诗兰黛(上海)商贸有限公司	https://www.liepin.com/job/1926009665.shtml	https://www.liepin.com/company/8941919/
33	大专及以上	2年以上	6-12k·12薪	2020年04月10日	渠道专员		雅居乐	https://www.liepin.com/job/1925999823.shtml	https://www.liepin.com/company/185424/
34	本科及以上	3年以上	面议	2020年04月10日	网络安全员	南京	紫金集团	https://www.liepin.com/job/1925988397.shtml	https://www.liepin.com/company/6658831/
35	统招本科	5年以上	8-15k·12薪	2020年04月10日	开发经理/高级开发经理（广东、广西、福建）	广州-珠江新城	特变电工新能源	https://www.liepin.com/job/1925841611.shtml	https://www.liepin.com/company/7953390/
36	统招本科	5年以上	面议	2020年04月10日	Senior Accountant	上海-静安区	卡索多丽娅贸易(上海)有限公司	https://www.liepin.com/job/1925837499.shtml	https://www.liepin.com/company/9094662/
37	大专及以上	3年以上	10-18k·13薪	2020年04月10日	系统应用工程师（ERP方向）	长沙	盐津铺子	https://www.liepin.com/job/1925824933.shtml	https://www.liepin.com/company/9805835/
38	统招本科	8年以上	20-26k·15薪	2020年04月10日	审计与合规部经理	杭州-江干区	杭实国贸投资(杭州)有限公司	https://www.liepin.com/job/1925805247.shtml	https://www.liepin.com/company/9864437/
39	本科及以上	5年以上	18-25k·12薪	2020年04月10日	贵宾团队经理		宜信公司	https://www.liepin.com/job/1925789229.shtml	https://www.liepin.com/company/891743/
