	edu	经验	薪水	时间	职称	公司地点	公司名称	链结	公司URL
29	统招本科	经验不限	5-6k·12薪	2020年04月10日	培训生（招投标采购方向）	深圳-人民南	深圳市鹏鑫建筑工程有限公司	https://www.liepin.com/job/1927191421.shtml	https://www.liepin.com/company/10029859/
30	统招本科	5年以上	25-35k·12薪	2020年04月10日	运维总监	西安-长安区	特变电工新能源	https://www.liepin.com/job/1927189413.shtml	https://www.liepin.com/company/7953390/
31	统招本科	1年以上	8-20k·13薪	2020年04月10日	DSP软件研发工程师	南京-建邺区	耐威科技	https://www.liepin.com/job/1927187991.shtml	https://www.liepin.com/company/9130016/
32	统招本科	3年以上	10-20k·18薪	2020年04月10日	互联网运营经理	上海-五里桥	绿地金融投资控股集团有限公司	https://www.liepin.com/job/1927187213.shtml	https://www.liepin.com/company/8579686/
33	本科及以上	5年以上	面议	2020年04月10日	政府关系项目总监（软件行业）	上海-徐汇区	普华基础软件	https://www.liepin.com/job/1927183985.shtml	https://www.liepin.com/company/447657/
34	统招本科	5年以上	面议	2020年04月10日	浙北大区人事经理	杭州	农夫山泉	https://www.liepin.com/job/1927183703.shtml	https://www.liepin.com/company/2868477/
35	本科及以上	3年以上	7-10k·12薪	2020年04月10日	人力资源招聘主管	深圳	深圳市卡玛王子餐饮管理有限公司	https://www.liepin.com/job/1927178113.shtml	https://www.liepin.com/company/8921379/
36	本科及以上	5年以上	20-40k·12薪	2020年04月10日	成本总监（资管深圳）	深圳	国华人寿	https://www.liepin.com/job/1927176179.shtml	https://www.liepin.com/company/8834770/
37	统招本科	5年以上	10-15k·13薪	2020年04月10日	财务部经理	郑州	郑州一建集团有限公司	https://www.liepin.com/job/1927175247.shtml	https://www.liepin.com/company/10085847/
38	统招本科	1年以上	10-15k·12薪	2020年04月10日	C++开发工程师	南京-秦淮区	南京芯传汇电子科技有限公司	https://www.liepin.com/job/1927168767.shtml	https://www.liepin.com/company/9654648/
39	大专及以上	经验不限	3-4k·12薪	2020年04月10日	微生物分析员	天津-武清区	绝味食品	https://www.liepin.com/job/1927168749.shtml	https://www.liepin.com/company/9216518/
